Time - Plot 0	Amplitude - Plot 0
353	0.00216675
354	0.00186157
355	0.00186157
356	0.000274658
357	0.00280762
358	-0.00164795
359	0.00726318
360	-0.0045166
361	0.00631714
362	-0.00387573
363	0.00344849
364	-0.000366211
365	-6.10E-05
366	0.00186157
367	-0.00228882
368	0.00186157
369	-0.00228882
370	0.00250244
371	-0.00387573
372	0.00280762
373	-0.00485229
374	0.00473022
375	-0.00772095
376	0.00408936
377	-0.00421143
378	-0.00100708
379	0.000274658
380	-0.00546265
381	0.00344849
382	-0.00643921
383	0.00378418
384	-0.00357056
385	-0.00134277
386	-0.00198364
387	-0.000701904
388	-0.00259399
389	0.000579834
390	-0.00708008
391	0.00216675
392	-0.00579834
393	-0.00100708
394	-0.000701904
395	-0.00643921
396	0.00439453
397	-0.0083313
398	0.00537109
399	-0.00738525
400	0.000274658
401	-0.00292969
402	-0.000366211
403	-0.00259399
404	-0.00164795
405	-0.00292969
406	-0.00100708
407	-6.10E-05
408	-0.00387573
409	0.00216675
410	-0.00610352
411	0.00567627
412	-0.00708008
413	0.00314331
414	-0.00387573
415	-6.10E-05
416	0.000579834
417	-0.00134277
418	0.000579834
419	-0.00100708
420	-0.00134277
421	0.00088501
422	0.000274658
423	-6.10E-05
424	0.00344849
425	-0.00421143
426	0.00888062
427	-0.00708008
428	0.00759888
429	-0.00387573
430	0.00250244
431	0.00280762
432	-0.00259399
433	0.00601196
434	-0.00357056
435	0.00601196
436	-0.000366211
437	0.00314331
438	0.00088501
439	0.00344849
440	0.000274658
441	0.00567627
442	-0.00164795
443	0.0050354
444	0.000274658
445	0.00216675
446	0.00439453
447	-0.00134277
448	0.00601196
449	-0.00198364
450	0.00726318
451	0.000274658
452	0.00408936
453	0.00088501
454	0.00408936
455	-0.000366211
456	0.00537109
457	-0.00164795
458	0.00439453
459	0.0012207
460	0.000579834
461	0.00537109
462	-0.00387573
463	0.00982666
464	-0.0045166
465	0.00823975
466	-0.00134277
467	0.00152588
468	0.00250244
469	0.000274658
470	0.00280762
471	-0.000701904
472	-6.10E-05
473	0.0012207
474	-0.000366211
475	0.000579834
476	0.00186157
477	-0.00421143
478	0.00537109
479	-0.00610352
480	0.00473022
481	-0.0045166
482	0.000579834
483	-0.000701904
484	-0.00357056
485	0.000579834
486	-0.00357056
487	-0.000366211
488	-0.00228882
489	-0.000701904
490	-0.00387573
491	0.00216675
492	-0.00674438
493	0.00408936
494	-0.00708008
495	0.00088501
496	-0.00292969
497	-0.00387573
498	0.0012207
499	-0.00610352
500	0.00216675
501	-0.00515747
502	-0.000366211
503	-0.00164795
504	-0.00323486
505	-0.00164795
506	-0.000701904
507	-0.0045166
508	0.00216675
509	-0.00643921
510	0.00088501
511	-0.00421143
512	-0.00164795
513	0.00152588
514	-0.00643921
515	0.00280762
516	-0.00708008
517	0.00314331
518	-0.0045166
519	-0.000701904
520	-0.00198364
521	-0.00134277
522	-0.000366211
523	-0.000366211
524	-0.00164795
525	-6.10E-05
526	-0.000366211
527	-0.00134277
528	0.00408936
529	-0.00421143
530	0.00473022
531	-0.00292969
532	0.00280762
533	-6.10E-05
534	0.000579834
535	0.00216675
536	-0.000366211
537	0.00152588
538	0.00152588
539	-0.000701904
540	0.00314331
541	-6.10E-05
542	0.00152588
543	0.00378418
544	-0.0045166
545	0.00854492
546	-0.0045166
547	0.00631714
548	-6.10E-05
549	0.000274658
550	0.00601196
551	-0.00292969
552	0.00631714
553	-0.00134277
554	0.00314331
555	0.00250244
556	0.00152588
557	0.00280762
558	0.00216675
559	0.00088501
560	0.0050354
561	-0.000701904
562	0.00378418
563	0.00088501
564	0.0012207
565	0.00439453
566	-0.00100708
567	0.00439453
568	-0.000701904
569	0.00216675
570	0.00186157
571	0.0012207
572	0.0012207
573	0.00280762
574	-0.000366211
575	0.00439453
576	-0.00134277
577	0.00314331
578	0.00088501
579	-0.000701904
580	0.00473022
581	-0.00421143
582	0.0050354
583	-0.00485229
584	0.00186157
585	0.000579834
586	-0.00292969
587	0.00314331
588	-0.00292969
589	0.000274658
590	0.000274658
591	-0.00357056
592	0.00088501
593	-0.00292969
594	0.000274658
595	-0.000701904
596	-0.00357056
597	0.0012207
598	-0.00610352
599	0.000579834
600	-0.00292969
601	-0.00228882
602	0.000274658
603	-0.00292969
604	0.000274658
605	-0.00259399
606	-0.00198364
607	-0.00134277
608	-0.00259399
609	-0.00259399
610	-0.000366211
611	-0.0045166
612	0.00088501
613	-0.00357056
614	-0.000366211
615	-0.00134277
616	-0.0045166
617	0.00152588
618	-0.00546265
619	-6.10E-05
620	-0.00134277
621	-0.00387573
622	0.000579834
623	-0.00485229
624	0.000579834
625	-0.00292969
626	-0.00387573
627	0.00216675
628	-0.00515747
629	0.00216675
630	-0.00198364
631	-0.00198364
632	0.000579834
633	-0.00357056
634	0.00186157
635	-0.00357056
636	-6.10E-05
637	0.000579834
638	-0.00292969
639	0.00250244
640	-0.00134277
641	0.000579834
642	0.00186157
643	-0.00100708
644	0.00314331
645	0.000579834
646	0.0012207
647	0.00314331
648	-6.10E-05
649	0.00314331
650	0.00216675
651	-0.000366211
652	0.0050354
653	-0.000701904
654	0.00344849
655	0.00088501
656	0.00216675
657	0.00439453
658	-0.00134277
659	0.00537109
660	0.000274658
661	0.00280762
662	0.00344849
663	-0.000366211
664	0.00537109
665	0.000579834
666	0.00378418
667	0.00314331
668	0.000274658
669	0.00439453
670	-0.00134277
671	0.00408936
672	0.00280762
673	-0.00100708
674	0.00567627
675	-0.00259399
676	0.00631714
677	-0.000701904
678	0.00314331
679	0.00250244
680	0.000274658
681	0.00378418
682	-6.10E-05
683	0.00186157
684	0.00216675
685	-6.10E-05
686	0.00152588
687	0.00344849
688	-0.00323486
689	0.00408936
690	-0.00292969
691	0.00216675
692	0.000274658
693	-0.00134277
694	0.00216675
695	-0.00259399
696	0.0012207
697	-0.00100708
698	-0.00228882
699	0.00216675
700	-0.00292969
701	-0.000366211
702	-6.10E-05
703	-0.00485229
704	0.00408936
705	-0.00738525
706	0.00216675
707	-0.00421143
708	-0.00292969
709	0.00088501
710	-0.00610352
711	0.00280762
712	-0.00579834
713	0.000274658
714	-0.00259399
715	-0.00164795
716	-0.00228882
717	-0.00164795
718	-0.00228882
719	0.00088501
720	-0.00421143
721	-6.10E-05
722	-0.00228882
723	-0.00134277
724	0.000579834
725	-0.00485229
726	0.00152588
727	-0.00515747
728	0.000579834
729	-0.00228882
730	-0.00134277
731	-0.00292969
732	0.000274658
733	-0.00421143
734	0.00152588
735	-0.00421143
736	0.000579834
737	-0.00164795
738	-0.00421143
739	0.00280762
740	-0.00802612
741	0.00567627
742	-0.00643921
743	0.00344849
744	-0.00164795
745	-0.00100708
746	0.00216675
747	-0.00198364
748	0.00250244
749	0.000579834
750	-6.10E-05
751	0.00088501
752	0.00088501
753	0.000274658
754	0.00378418
755	-0.00387573
756	0.00726318
757	-0.00323486
758	0.00601196
759	-0.00100708
760	0.00152588
761	0.00344849
762	-0.00100708
763	0.00439453
764	-6.10E-05
765	0.00378418
766	0.000274658
767	0.00473022
768	-0.000701904
769	0.00695801
770	-0.00292969
771	0.00823975
772	-0.00134277
773	0.00473022
774	0.00216675
775	-0.000701904
776	0.00726318
777	-0.00292969
778	0.00695801
779	-0.00198364
780	0.00378418
781	0.00216675
782	0.00216675
783	0.00186157
784	0.00280762
785	-0.000366211
786	0.00631714
787	-0.00259399
788	0.00473022
789	0.000579834
790	-0.000366211
791	0.00790405
792	-0.00579834
793	0.00918579
794	-0.00579834
795	0.00537109
796	-0.00134277
797	0.00216675
798	0.000274658
799	0.0012207
800	0.000274658
801	0.000274658
802	-6.10E-05
803	-0.000701904
804	0.00250244
805	-0.00357056
806	0.00601196
807	-0.00643921
808	0.00601196
809	-0.00515747
810	0.00216675
811	-0.00134277
812	-0.00292969
813	0.000274658
814	-0.00198364
815	-0.00100708
816	-0.000701904
817	-0.00164795
818	-0.00259399
819	0.00088501
820	-0.0045166
821	0.00439453
822	-0.00930786
823	0.00567627
824	-0.00866699
825	0.00152588
826	-0.00387573
827	-0.00387573
828	0.00250244
829	-0.00674438
830	0.00344849
831	-0.00579834
832	0.00088501
833	-0.00357056
834	0.000579834
835	-0.00357056
836	0.000274658
837	-0.00515747
838	0.000579834
839	-0.00546265
840	-6.10E-05
841	-0.00198364
842	-0.0045166
843	0.00280762
844	-0.00708008
845	0.00280762
846	-0.00610352
847	0.000579834
848	-0.00292969
849	0.000274658
850	-0.00357056
851	0.00216675
852	-0.00546265
853	0.00280762
854	-0.00323486
855	-0.000366211
856	0.00216675
857	-0.00515747
858	0.00790405
859	-0.00674438
860	0.00759888
861	-0.00546265
862	0.00378418
863	0.000579834
864	-6.10E-05
865	0.00280762
866	0.000274658
867	0.00088501
868	0.00216675
869	0.00088501
870	0.00186157
871	0.00250244
872	-0.000701904
873	0.00823975
874	-0.0045166
875	0.00790405
876	-0.00323486
877	0.00601196
878	0.00088501
879	0.00152588
880	0.00344849
881	0.000274658
882	0.00473022
883	0.00088501
884	0.00378418
885	0.000274658
886	0.00601196
887	-0.00228882
888	0.00790405
889	-0.00387573
890	0.00695801
891	-0.000701904
892	0.00280762
893	0.00439453
894	-0.00259399
895	0.00726318
896	-0.00259399
897	0.00631714
898	-0.000701904
899	0.00314331
900	0.00088501
901	0.00216675
902	-0.000366211
903	0.00378418
904	-0.00323486
905	0.00567627
906	-0.00323486
907	0.00250244
908	0.00088501
909	-0.00323486
910	0.00601196
911	-0.00546265
912	0.00665283
913	-0.00546265
914	0.00314331
915	-0.00228882
916	-6.10E-05
917	-0.00134277
918	-0.000701904
919	-0.00198364
920	-0.000701904
921	-0.00198364
922	-0.00198364
923	0.00088501
924	-0.00579834
925	0.00473022
926	-0.00738525
927	0.00280762
928	-0.00610352
929	-0.000366211
930	-0.00164795
931	-0.00421143
932	-0.00100708
933	-0.00198364
934	-0.00292969
935	-0.000366211
936	-0.00292969
937	-0.00134277
938	0.000274658
939	-0.00579834
940	0.00408936
941	-0.00866699
942	0.00439453
943	-0.00708008
944	0.000274658
945	-0.000366211
946	-0.00515747
947	0.00216675
948	-0.00643921
949	0.00152588
950	-0.00387573
951	-0.000701904
952	-0.00259399
953	-0.00134277
954	-0.00292969
955	0.00186157
956	-0.0045166
957	0.00250244
958	-0.00357056
959	0.00088501
960	-6.10E-05
961	-0.00259399
962	0.00344849
963	-0.00323486
964	0.00314331
965	-0.00164795
966	0.00216675
967	-0.000701904
968	0.00280762
969	-0.00100708
970	0.00378418
971	-0.00228882
972	0.00439453
973	0.000274658
974	0.00088501
975	0.00378418
976	-0.00323486
977	0.00823975
978	-0.00357056
979	0.00726318
980	-0.00164795
981	0.00250244
982	0.00344849
983	0.000579834
984	0.00344849
985	0.000274658
986	0.00186157
987	0.00473022
988	0.00088501
989	0.00439453
990	0.00186157
991	0.000274658
992	0.00665283
993	-0.00259399
994	0.00631714
995	-0.00228882
996	0.00378418
997	0.00186157
998	0.000274658
999	0.00439453
1000	0.000274658
1001	0.00314331
1002	0.0758057
1003	0.175598
1004	0.290375
1005	0.359222
1006	0.488678
1007	0.549866
1008	0.673248
1009	0.749451
1010	0.85498
1011	0.951263
1012	1.03574
1013	1.15942
1014	1.21777
1015	1.34625
1016	1.40012
1017	1.51712
1018	1.58694
1019	1.67398
1020	1.76834
1021	1.81967
1022	1.93188
1023	1.9577
1024	2.05783
1025	2.11838
1026	2.23251
1027	2.31668
1028	2.3913
1029	2.49585
1030	2.53189
1031	2.6358
1032	2.65622
1033	2.71295
1034	2.79968
1035	2.90073
1036	2.99255
1037	3.05249
1038	3.13409
1039	3.15576
1040	3.14429
1041	3.15546
1042	3.26514
1043	3.32761
1044	3.39774
1045	3.44427
1046	3.45959
1047	3.46341
1048	3.54279
1049	3.65375
1050	3.6987
1051	3.75479
1052	3.76819
1053	3.80038
1054	3.92505
1055	3.98465
1056	4.06531
1057	4.06915
1058	4.03885
1059	4.15204
1060	4.24799
1061	4.32196
1062	4.33597
1063	4.37329
1064	4.49188
1065	4.59741
1066	4.64426
1067	4.66562
1068	4.64426
1069	4.77847
1070	4.87283
1071	4.90665
1072	4.85437
1073	4.95285
1074	5.06891
1075	5.10971
1076	5.11865
1077	4.95349
1078	5.0705
1079	5.13873
1080	5.12567
1081	5.0329
1082	5.15244
1083	5.23947
1084	5.2468
1085	5.1907
1086	5.32715
1087	5.39728
1088	5.43555
1089	5.30515
1090	5.47571
1091	5.56561
1092	5.59079
1093	5.59622
1094	5.75052
1095	5.83499
1096	5.82257
1097	5.80597
1098	5.93765
1099	6.0202
1100	5.97653
1101	6.01447
1102	6.13562
1103	6.15125
1104	5.87198
1105	6.00937
1106	6.08621
1107	6.02914
1108	5.96252
1109	6.08493
1110	6.10184
1111	6.04126
1112	6.15317
1113	6.24594
1114	6.20703
1115	6.1506
1116	6.30841
1117	6.33585
1118	6.31573
1119	6.48599
1120	6.56442
1121	6.51276
1122	6.5657
1123	6.68396
1124	6.6846
1125	6.65558
1126	6.78979
1127	6.81531
1128	6.49045
1129	6.65399
1130	6.67535
1131	6.47675
1132	6.61765
1133	6.68332
1134	6.62659
1135	6.66708
1136	6.79364
1137	6.75186
1138	6.70627
1139	6.8475
1140	6.86026
1141	6.90012
1142	7.04773
1143	7.07385
1144	6.96164
1145	7.15579
1146	7.19308
1147	7.06079
1148	7.18576
1149	7.28491
1150	7.03976
1151	7.08469
1152	7.1051
1153	6.85962
1154	7.09427
1155	7.08884
1156	6.97949
1157	7.11786
1158	7.17459
1159	6.89725
1160	7.15866
1161	7.23676
1162	7.15866
1163	7.37735
1164	7.42868
1165	7.24539
1166	7.47046
1167	7.52496
1168	7.3812
1169	7.5715
1170	7.61072
1171	7.24155
1172	7.41147
1173	7.40479
1174	7.19852
1175	7.37289
1176	7.35281
1177	7.28491
1178	7.4306
1179	7.42902
1180	7.33081
1181	7.50171
1182	7.47299
1183	7.57947
1184	7.7121
1185	7.65186
1186	7.70447
1187	7.79434
1188	7.66046
1189	7.80298
1190	7.88074
1191	7.35599
1192	7.63687
1193	7.65601
1194	7.41592
1195	7.61105
1196	7.59509
1197	7.53134
1198	7.68787
1199	7.62634
1200	7.5798
1201	7.72168
1202	7.65536
1203	7.83707
1204	7.91583
1205	7.73474
1206	7.94452
1207	8.00955
1208	7.87375
1209	8.06406
1210	8.03473
1211	7.74365
1212	7.86066
1213	7.76437
1214	7.72232
1215	7.79309
1216	7.6748
1217	7.80487
1218	7.86832
1219	7.65665
1220	7.88235
1221	7.87311
1222	7.91232
1223	8.09595
1224	8.01465
1225	8.09085
1226	8.16162
1227	7.96713
1228	8.20786
1229	8.2276
1230	7.87534
1231	8.02103
1232	7.93082
1233	7.85876
1234	7.93845
1235	7.8157
1236	8.0105
1237	7.98755
1238	7.79596
1239	7.99075
1240	8.0054
1241	8.08957
1242	8.22729
1243	8.18552
1244	8.2276
1245	8.30124
1246	8.15015
1247	8.34683
1248	8.31943
1249	8.02261
1250	8.02646
1251	7.99774
1252	8.01242
1253	8.05832
1254	7.88873
1255	8.16193
1256	8.05991
1257	8.00189
1258	8.13516
1259	8.05865
1260	8.26779
1261	8.32996
1262	8.18234
1263	8.38669
1264	8.38956
1265	8.36053
1266	8.54578
1267	8.14249
1268	8.21103
1269	8.1814
1270	7.9866
1271	8.14056
1272	8.08096
1273	8.12177
1274	8.18774
1275	8.00955
1276	8.16959
1277	8.20944
1278	8.24643
1279	8.45142
1280	8.3226
1281	8.40137
1282	8.48425
1283	8.32996
1284	8.53336
1285	8.49063
1286	8.20721
1287	8.30923
1288	7.9649
1289	8.18808
1290	8.18585
1291	8.09976
1292	8.26779
1293	8.17883
1294	8.20593
1295	8.29456
1296	8.23209
1297	8.46255
1298	8.45587
1299	8.42303
1300	8.56967
1301	8.29297
1302	8.55695
1303	8.59613
1304	8.22665
1305	8.37012
1306	8.23877
1307	8.22284
1308	8.27383
1309	8.12112
1310	8.3226
1311	8.2767
1312	8.21072
1313	8.34683
1314	8.24005
1315	8.49539
1316	8.50082
1317	8.42334
1318	8.60349
1319	8.52347
1320	8.61749
1321	8.60126
1322	8.25949
1323	8.4071
1324	8.32483
1325	8.33377
1326	8.32101
1327	8.1358
1328	8.35257
1329	8.33569
1330	8.25247
1331	8.39529
1332	8.29614
1333	8.57605
1334	8.56586
1335	8.48297
1336	8.64172
1337	8.57733
1338	8.64429
1339	8.70135
1340	8.28754
1341	8.45844
1342	8.35098
1343	8.28085
1344	8.36661
1345	8.17883
1346	8.41284
1347	8.35385
1348	8.29361
1349	8.41858
1350	8.33633
1351	8.55725
1352	8.58914
1353	8.50687
1354	8.68478
1355	8.51804
1356	8.69403
1357	8.72845
1358	8.33856
1359	8.49509
1360	8.36087
1361	8.34845
1362	8.38351
1363	8.23334
1364	8.43259
1365	8.37778
1366	8.35959
1367	8.47278
1368	8.42209
1369	8.6376
1370	8.61304
1371	8.60092
1372	8.75171
1373	8.48615
1374	8.75555
1375	8.71442
1376	8.42081
1377	8.52249
1378	8.16702
1379	8.39594
1380	8.40836
1381	8.32867
1382	8.48935
1383	8.35895
1384	8.41858
1385	8.47787
1386	8.45905
1387	8.70038
1388	8.58115
1389	8.6749
1390	8.73834
1391	8.6124
1392	8.86234
1393	8.72302
1394	8.49573
1395	8.52951
1396	8.2496
1397	8.44119
1398	8.38861
1399	8.4039
1400	8.50879
1401	8.31274
1402	8.50018
1403	8.48901
1404	8.59265
1405	8.76193
1406	8.5206
1407	8.83939
1408	8.74661
1409	8.70486
1410	8.76447
1411	8.48871
1412	8.54959
1413	8.51486
1414	8.35162
1415	8.51038
1416	8.35291
1417	8.51007
1418	8.49158
1419	8.33569
1420	8.51486
1421	8.44312
1422	8.67105
1423	8.68509
1424	8.56522
1425	8.77945
1426	8.71475
1427	8.79602
1428	8.82599
1429	8.41156
1430	8.58148
1431	8.46448
1432	8.44727
1433	8.46097
1434	8.32071
1435	8.51611
1436	8.46927
1437	8.45078
1438	8.55502
1439	8.48203
1440	8.71729
1441	8.69211
1442	8.68954
1443	8.78967
1444	8.65991
1445	8.83524
1446	8.80017
1447	8.5155
1448	8.5936
1449	8.22028
1450	8.50211
1451	8.45874
1452	8.4361
1453	8.53622
1454	8.31973
1455	8.48807
1456	8.52985
1457	8.59869
1458	8.74472
1459	8.61496
1460	8.76862
1461	8.79413
1462	8.73132
1463	8.87128
1464	8.52759
1465	8.57446
1466	8.56076
1467	8.37265
1468	8.49063
1469	8.39178
1470	8.48743
1471	8.54642
1472	8.3819
1473	8.58307
1474	8.49475
1475	8.70294
1476	8.79636
1477	8.63474
1478	8.83621
1479	8.73865
1480	8.8241
1481	8.83972
1482	8.47372
1483	8.62579
1484	8.48807
1485	8.4801
1486	8.51007
1487	8.38797
1488	8.56808
1489	8.47403
1490	8.46829
1491	8.5799
1492	8.5397
1493	8.7562
1494	8.68765
1495	8.73737
1496	8.83685
1497	8.67871
1498	8.8869
1499	8.7973
1500	8.55408
1501	8.60922
1502	8.31848
1503	8.52185
1504	8.44406
1505	8.48807
1506	8.57733
1507	8.34494
1508	8.58817
1509	8.54099
1510	8.67233
1511	8.77945
1512	8.56808
1513	8.82919
1514	8.79922
1515	8.79572
1516	8.89294
1517	8.41473
1518	8.62674
1519	8.54544
1520	8.44598
1521	8.53653
1522	8.36246
1523	8.57224
1524	8.52219
1525	8.44757
1526	8.58914
1527	8.4632
1528	8.75171
1529	8.73196
1530	8.70453
1531	8.86777
1532	8.6105
1533	8.87701
1534	8.84546
1535	8.54068
1536	8.62897
1537	8.27798
1538	8.51898
1539	8.4903
1540	8.41507
1541	8.57605
1542	8.43134
1543	8.57129
1544	8.58276
1545	8.64682
1546	8.7919
1547	8.65799
1548	8.83875
1549	8.83493
1550	8.7702
1551	8.91016
1552	8.56363
1553	8.63535
1554	8.58405
1555	8.42209
1556	8.58945
1557	8.41315
1558	8.5751
1559	8.55789
1560	8.42847
1561	8.61111
1562	8.49762
1563	8.75235
1564	8.76447
1565	8.68796
1566	8.86139
1567	8.59839
1568	8.8786
1569	8.87701
1570	8.53909
1571	8.64874
1572	8.48807
1573	8.52124
1574	8.52377
1575	8.4259
1576	8.60315
1577	8.47852
1578	8.57193
1579	8.60602
1580	8.62961
1581	8.81516
1582	8.69626
1583	8.82089
1584	8.83621
1585	8.75778
1586	8.91302
1587	8.79477
1588	8.6261
1589	8.61017
1590	8.41284
1591	8.56204
1592	8.43961
1593	8.56744
1594	8.59103
1595	8.40073
1596	8.59488
1597	8.51389
1598	8.74121
1599	8.77722
1600	8.65131
1601	8.85565
1602	8.78455
1603	8.86743
1604	8.89615
1605	8.5072
1606	8.65384
1607	8.5155
1608	8.51135
1609	8.51804
1610	8.42209
1611	8.60251
1612	8.50592
1613	8.5582
1614	8.60986
1615	8.61719
1616	8.81995
1617	8.73419
1618	8.80688
1619	8.87064
1620	8.73801
1621	8.9191
1622	8.8295
1623	8.6156
1624	8.63791
1625	8.336
1626	8.57318
1627	8.46512
1628	8.59265
1629	8.59741
1630	8.3902
1631	8.60794
1632	8.54163
1633	8.75397
1634	8.78043
1635	8.65033
1636	8.86871
1637	8.80624
1638	8.8869
1639	8.90891
1640	8.51007
1641	8.66467
1642	8.54257
1643	8.55566
1644	8.50751
1645	8.42303
1646	8.60315
1647	8.53174
1648	8.54736
1649	8.62485
1650	8.6666
1651	8.80847
1652	8.74503
1653	8.79794
1654	8.88181
1655	8.77914
1656	8.92834
1657	8.83939
1658	8.61783
1659	8.64047
1660	8.31943
1661	8.57095
1662	8.47116
1663	8.62485
1664	8.59326
1665	8.44983
1666	8.59326
1667	8.55566
1668	8.70517
1669	8.80432
1670	8.63153
1671	8.86649
1672	8.80624
1673	8.84991
1674	8.91016
1675	8.49286
1676	8.67999
1677	8.54291
1678	8.53238
1679	8.46225
